Tidal;Elevation;Prediction;(Time;in;GMT);;
-0.2297;-125.913;49.154;2006;303;20;0;0
-0.299;-125.913;49.154;2006;303;21;0;0
-0.2156;-125.913;49.154;2006;303;22;0;0
-0.0025;-125.913;49.154;2006;303;23;0;0
0.2805;-125.913;49.154;2006;304;0;0;0
0.5519;-125.913;49.154;2006;304;1;0;0
0.7289;-125.913;49.154;2006;304;2;0;0
0.7491;-125.913;49.154;2006;304;3;0;0
0.5864;-125.913;49.154;2006;304;4;0;0
0.26;-125.913;49.154;2006;304;5;0;0
-0.1692;-125.913;49.154;2006;304;6;0;0
-0.6114;-125.913;49.154;2006;304;7;0;0
-0.969;-125.913;49.154;2006;304;8;0;0
-1.1595;-125.913;49.154;2006;304;9;0;0
-1.1358;-125.913;49.154;2006;304;10;0;0
-0.8981;-125.913;49.154;2006;304;11;0;0
-0.4952;-125.913;49.154;2006;304;12;0;0
-0.0132;-125.913;49.154;2006;304;13;0;0
0.4437;-125.913;49.154;2006;304;14;0;0
0.7778;-125.913;49.154;2006;304;15;0;0
0.9212;-125.913;49.154;2006;304;16;0;0
0.8515;-125.913;49.154;2006;304;17;0;0
0.597;-125.913;49.154;2006;304;18;0;0
0.23;-125.913;49.154;2006;304;19;0;0
-0.1515;-125.913;49.154;2006;304;20;0;0
-0.4482;-125.913;49.154;2006;304;21;0;0
-0.5838;-125.913;49.154;2006;304;22;0;0
-0.5244;-125.913;49.154;2006;304;23;0;0
-0.2876;-125.913;49.154;2006;305;0;0;0
0.0622;-125.913;49.154;2006;305;1;0;0
0.4292;-125.913;49.154;2006;305;2;0;0
0.7106;-125.913;49.154;2006;305;3;0;0
0.8226;-125.913;49.154;2006;305;4;0;0
0.7228;-125.913;49.154;2006;305;5;0;0
0.4221;-125.913;49.154;2006;305;6;0;0
-0.0168;-125.913;49.154;2006;305;7;0;0
-0.4931;-125.913;49.154;2006;305;8;0;0
-0.8925;-125.913;49.154;2006;305;9;0;0
-1.1151;-125.913;49.154;2006;305;10;0;0
-1.1008;-125.913;49.154;2006;305;11;0;0
-0.8448;-125.913;49.154;2006;305;12;0;0
-0.4007;-125.913;49.154;2006;305;13;0;0
0.1318;-125.913;49.154;2006;305;14;0;0
0.6303;-125.913;49.154;2006;305;15;0;0
0.979;-125.913;49.154;2006;305;16;0;0
1.0973;-125.913;49.154;2006;305;17;0;0
0.9599;-125.913;49.154;2006;305;18;0;0
0.6031;-125.913;49.154;2006;305;19;0;0
0.1165;-125.913;49.154;2006;305;20;0;0
-0.3787;-125.913;49.154;2006;305;21;0;0
-0.7598;-125.913;49.154;2006;305;22;0;0
-0.933;-125.913;49.154;2006;305;23;0;0
-0.8571;-125.913;49.154;2006;306;0;0;0
-0.554;-125.913;49.154;2006;306;1;0;0
-0.1034;-125.913;49.154;2006;306;2;0;0
0.3767;-125.913;49.154;2006;306;3;0;0
0.76;-125.913;49.154;2006;306;4;0;0
0.9437;-125.913;49.154;2006;306;5;0;0
0.8757;-125.913;49.154;2006;306;6;0;0
0.568;-125.913;49.154;2006;306;7;0;0
0.095;-125.913;49.154;2006;306;8;0;0
-0.4244;-125.913;49.154;2006;306;9;0;0
-0.8563;-125.913;49.154;2006;306;10;0;0
-1.0862;-125.913;49.154;2006;306;11;0;0
-1.0476;-125.913;49.154;2006;306;12;0;0
-0.741;-125.913;49.154;2006;306;13;0;0
-0.2342;-125.913;49.154;2006;306;14;0;0
0.3526;-125.913;49.154;2006;306;15;0;0
0.8764;-125.913;49.154;2006;306;16;0;0
1.2066;-125.913;49.154;2006;306;17;0;0
1.2579;-125.913;49.154;2006;306;18;0;0
1.0123;-125.913;49.154;2006;306;19;0;0
0.5243;-125.913;49.154;2006;306;20;0;0
-0.0915;-125.913;49.154;2006;306;21;0;0
-0.688;-125.913;49.154;2006;306;22;0;0
-1.1226;-125.913;49.154;2006;306;23;0;0
-1.2917;-125.913;49.154;2006;307;0;0;0
-1.1571;-125.913;49.154;2006;307;1;0;0
-0.7558;-125.913;49.154;2006;307;2;0;0
-0.1906;-125.913;49.154;2006;307;3;0;0
0.3956;-125.913;49.154;2006;307;4;0;0
0.8554;-125.913;49.154;2006;307;5;0;0
1.075;-125.913;49.154;2006;307;6;0;0
1.0022;-125.913;49.154;2006;307;7;0;0
0.6607;-125.913;49.154;2006;307;8;0;0
0.144;-125.913;49.154;2006;307;9;0;0
-0.4085;-125.913;49.154;2006;307;10;0;0
-0.8463;-125.913;49.154;2006;307;11;0;0
-1.0477;-125.913;49.154;2006;307;12;0;0
-0.9505;-125.913;49.154;2006;307;13;0;0
-0.5699;-125.913;49.154;2006;307;14;0;0
0.0044;-125.913;49.154;2006;307;15;0;0
0.6297;-125.913;49.154;2006;307;16;0;0
1.1461;-125.913;49.154;2006;307;17;0;0
1.4163;-125.913;49.154;2006;307;18;0;0
1.3611;-125.913;49.154;2006;307;19;0;0
0.9803;-125.913;49.154;2006;307;20;0;0
0.3543;-125.913;49.154;2006;307;21;0;0
-0.375;-125.913;49.154;2006;307;22;0;0
-1.0385;-125.913;49.154;2006;307;23;0;0
-1.4817;-125.913;49.154;2006;308;0;0;0
-1.6025;-125.913;49.154;2006;308;1;0;0
-1.3769;-125.913;49.154;2006;308;2;0;0
-0.8648;-125.913;49.154;2006;308;3;0;0
-0.1949;-125.913;49.154;2006;308;4;0;0
0.4679;-125.913;49.154;2006;308;5;0;0
0.9636;-125.913;49.154;2006;308;6;0;0
1.1777;-125.913;49.154;2006;308;7;0;0
1.0692;-125.913;49.154;2006;308;8;0;0
0.6812;-125.913;49.154;2006;308;9;0;0
0.129;-125.913;49.154;2006;308;10;0;0
-0.4302;-125.913;49.154;2006;308;11;0;0
-0.8376;-125.913;49.154;2006;308;12;0;0
-0.9746;-125.913;49.154;2006;308;13;0;0
-0.7942;-125.913;49.154;2006;308;14;0;0
-0.3337;-125.913;49.154;2006;308;15;0;0
0.2931;-125.913;49.154;2006;308;16;0;0
0.9247;-125.913;49.154;2006;308;17;0;0
1.3923;-125.913;49.154;2006;308;18;0;0
1.5633;-125.913;49.154;2006;308;19;0;0
1.3755;-125.913;49.154;2006;308;20;0;0
0.8545;-125.913;49.154;2006;308;21;0;0
0.1088;-125.913;49.154;2006;308;22;0;0
-0.6961;-125.913;49.154;2006;308;23;0;0
-1.3778;-125.913;49.154;2006;309;0;0;0
-1.7816;-125.913;49.154;2006;309;1;0;0
-1.8186;-125.913;49.154;2006;309;2;0;0
-1.4877;-125.913;49.154;2006;309;3;0;0
-0.8748;-125.913;49.154;2006;309;4;0;0
-0.1313;-125.913;49.154;2006;309;5;0;0
0.564;-125.913;49.154;2006;309;6;0;0
1.05;-125.913;49.154;2006;309;7;0;0
1.2229;-125.913;49.154;2006;309;8;0;0
1.0615;-125.913;49.154;2006;309;9;0;0
0.6317;-125.913;49.154;2006;309;10;0;0
0.0678;-125.913;49.154;2006;309;11;0;0
-0.4629;-125.913;49.154;2006;309;12;0;0
-0.8041;-125.913;49.154;2006;309;13;0;0
-0.8515;-125.913;49.154;2006;309;14;0;0
-0.5808;-125.913;49.154;2006;309;15;0;0
-0.0546;-125.913;49.154;2006;309;16;0;0
0.5928;-125.913;49.154;2006;309;17;0;0
1.1891;-125.913;49.154;2006;309;18;0;0
1.5685;-125.913;49.154;2006;309;19;0;0
1.6141;-125.913;49.154;2006;309;20;0;0
1.289;-125.913;49.154;2006;309;21;0;0
0.6474;-125.913;49.154;2006;309;22;0;0
-0.1778;-125.913;49.154;2006;309;23;0;0
-1.0061;-125.913;49.154;2006;310;0;0;0
-1.6538;-125.913;49.154;2006;310;1;0;0
-1.9784;-125.913;49.154;2006;310;2;0;0
-1.9136;-125.913;49.154;2006;310;3;0;0
-1.4844;-125.913;49.154;2006;310;4;0;0
-0.8005;-125.913;49.154;2006;310;5;0;0
-0.0281;-125.913;49.154;2006;310;6;0;0
0.6519;-125.913;49.154;2006;310;7;0;0
1.0888;-125.913;49.154;2006;310;8;0;0
1.1989;-125.913;49.154;2006;310;9;0;0
0.9849;-125.913;49.154;2006;310;10;0;0
0.5333;-125.913;49.154;2006;310;11;0;0
-0.0099;-125.913;49.154;2006;310;12;0;0
-0.4779;-125.913;49.154;2006;310;13;0;0
-0.728;-125.913;49.154;2006;310;14;0;0
-0.6785;-125.913;49.154;2006;310;15;0;0
-0.3311;-125.913;49.154;2006;310;16;0;0
0.2293;-125.913;49.154;2006;310;17;0;0
0.8557;-125.913;49.154;2006;310;18;0;0
1.3766;-125.913;49.154;2006;310;19;0;0
1.6404;-125.913;49.154;2006;310;20;0;0
1.5547;-125.913;49.154;2006;310;21;0;0
1.1112;-125.913;49.154;2006;310;22;0;0
0.3896;-125.913;49.154;2006;310;23;0;0
-0.461;-125.913;49.154;2006;311;0;0;0
-1.2574;-125.913;49.154;2006;311;1;0;0
-1.8271;-125.913;49.154;2006;311;2;0;0
-2.0494;-125.913;49.154;2006;311;3;0;0
-1.8849;-125.913;49.154;2006;311;4;0;0
-1.3834;-125.913;49.154;2006;311;5;0;0
-0.6708;-125.913;49.154;2006;311;6;0;0
0.0831;-125.913;49.154;2006;311;7;0;0
0.707;-125.913;49.154;2006;311;8;0;0
1.0702;-125.913;49.154;2006;311;9;0;0
1.1137;-125.913;49.154;2006;311;10;0;0
0.8629;-125.913;49.154;2006;311;11;0;0
0.4183;-125.913;49.154;2006;311;12;0;0
-0.0725;-125.913;49.154;2006;311;13;0;0
-0.4545;-125.913;49.154;2006;311;14;0;0
-0.6066;-125.913;49.154;2006;311;15;0;0
-0.4734;-125.913;49.154;2006;311;16;0;0
-0.0803;-125.913;49.154;2006;311;17;0;0
0.4728;-125.913;49.154;2006;311;18;0;0
1.0374;-125.913;49.154;2006;311;19;0;0
1.4542;-125.913;49.154;2006;311;20;0;0
1.5945;-125.913;49.154;2006;311;21;0;0
1.3942;-125.913;49.154;2006;311;22;0;0
0.8713;-125.913;49.154;2006;311;23;0;0
0.1231;-125.913;49.154;2006;312;0;0;0
-0.6967;-125.913;49.154;2006;312;1;0;0
-1.4145;-125.913;49.154;2006;312;2;0;0
-1.8788;-125.913;49.154;2006;312;3;0;0
-1.996;-125.913;49.154;2006;312;4;0;0
-1.7526;-125.913;49.154;2006;312;5;0;0
-1.2166;-125.913;49.154;2006;312;6;0;0
-0.5196;-125.913;49.154;2006;312;7;0;0
0.1762;-125.913;49.154;2006;312;8;0;0
0.7188;-125.913;49.154;2006;312;9;0;0
1.0023;-125.913;49.154;2006;312;10;0;0
0.9919;-125.913;49.154;2006;312;11;0;0
0.7296;-125.913;49.154;2006;312;12;0;0
0.3203;-125.913;49.154;2006;312;13;0;0
-0.0969;-125.913;49.154;2006;312;14;0;0
-0.3869;-125.913;49.154;2006;312;15;0;0
-0.4541;-125.913;49.154;2006;312;16;0;0
-0.2678;-125.913;49.154;2006;312;17;0;0
0.13;-125.913;49.154;2006;312;18;0;0
0.6351;-125.913;49.154;2006;312;19;0;0
1.1082;-125.913;49.154;2006;312;20;0;0
1.4107;-125.913;49.154;2006;312;21;0;0
1.4412;-125.913;49.154;2006;312;22;0;0
1.1621;-125.913;49.154;2006;312;23;0;0
0.6104;-125.913;49.154;2006;313;0;0;0
-0.1098;-125.913;49.154;2006;313;1;0;0
-0.8518;-125.913;49.154;2006;313;2;0;0
-1.4616;-125.913;49.154;2006;313;3;0;0
-1.8138;-125.913;49.154;2006;313;4;0;0
-1.8417;-125.913;49.154;2006;313;5;0;0
-1.5519;-125.913;49.154;2006;313;6;0;0
-1.0209;-125.913;49.154;2006;313;7;0;0
-0.3757;-125.913;49.154;2006;313;8;0;0
0.2385;-125.913;49.154;2006;313;9;0;0
0.6934;-125.913;49.154;2006;313;10;0;0
0.9081;-125.913;49.154;2006;313;11;0;0
0.8665;-125.913;49.154;2006;313;12;0;0
0.6182;-125.913;49.154;2006;313;13;0;0
0.2635;-125.913;49.154;2006;313;14;0;0
-0.0755;-125.913;49.154;2006;313;15;0;0
-0.2869;-125.913;49.154;2006;313;16;0;0
-0.2992;-125.913;49.154;2006;313;17;0;0
-0.0996;-125.913;49.154;2006;313;18;0;0
0.2629;-125.913;49.154;2006;313;19;0;0
0.69;-125.913;49.154;2006;313;20;0;0
1.0599;-125.913;49.154;2006;313;21;0;0
1.2591;-125.913;49.154;2006;313;22;0;0
1.212;-125.913;49.154;2006;313;23;0;0
0.9007;-125.913;49.154;2006;314;0;0;0
0.3715;-125.913;49.154;2006;314;1;0;0
-0.276;-125.913;49.154;2006;314;2;0;0
-0.9114;-125.913;49.154;2006;314;3;0;0
-1.4049;-125.913;49.154;2006;314;4;0;0
-1.6577;-125.913;49.154;2006;314;5;0;0
-1.6244;-125.913;49.154;2006;314;6;0;0
-1.3229;-125.913;49.154;2006;314;7;0;0
-0.8288;-125.913;49.154;2006;314;8;0;0
-0.2556;-125.913;49.154;2006;314;9;0;0
0.2724;-125.913;49.154;2006;314;10;0;0
0.6508;-125.913;49.154;2006;314;11;0;0
0.8182;-125.913;49.154;2006;314;12;0;0
0.769;-125.913;49.154;2006;314;13;0;0
0.5521;-125.913;49.154;2006;314;14;0;0
0.2551;-125.913;49.154;2006;314;15;0;0
-0.0193;-125.913;49.154;2006;314;16;0;0
-0.1813;-125.913;49.154;2006;314;17;0;0
-0.1771;-125.913;49.154;2006;314;18;0;0
-0.0028;-125.913;49.154;2006;314;19;0;0
0.2952;-125.913;49.154;2006;314;20;0;0
0.6325;-125.913;49.154;2006;314;21;0;0
0.9088;-125.913;49.154;2006;314;22;0;0
1.034;-125.913;49.154;2006;314;23;0;0
0.9518;-125.913;49.154;2006;315;0;0;0
0.6553;-125.913;49.154;2006;315;1;0;0
0.1892;-125.913;49.154;2006;315;2;0;0
-0.3593;-125.913;49.154;2006;315;3;0;0
-0.881;-125.913;49.154;2006;315;4;0;0
-1.2702;-125.913;49.154;2006;315;5;0;0
-1.4491;-125.913;49.154;2006;315;6;0;0
-1.3858;-125.913;49.154;2006;315;7;0;0
-1.1003;-125.913;49.154;2006;315;8;0;0
-0.6596;-125.913;49.154;2006;315;9;0;0
-0.1604;-125.913;49.154;2006;315;10;0;0
0.294;-125.913;49.154;2006;315;11;0;0
0.6175;-125.913;49.154;2006;315;12;0;0
0.7607;-125.913;49.154;2006;315;13;0;0
0.7201;-125.913;49.154;2006;315;14;0;0
0.5368;-125.913;49.154;2006;315;15;0;0
0.2837;-125.913;49.154;2006;315;16;0;0
0.0453;-125.913;49.154;2006;315;17;0;0
-0.1044;-125.913;49.154;2006;315;18;0;0
-0.1206;-125.913;49.154;2006;315;19;0;0
0.0011;-125.913;49.154;2006;315;20;0;0
0.2242;-125.913;49.154;2006;315;21;0;0
0.4812;-125.913;49.154;2006;315;22;0;0
0.6915;-125.913;49.154;2006;315;23;0;0
0.7825;-125.913;49.154;2006;316;0;0;0
0.7084;-125.913;49.154;2006;316;1;0;0
0.4631;-125.913;49.154;2006;316;2;0;0
0.0825;-125.913;49.154;2006;316;3;0;0
-0.3629;-125.913;49.154;2006;316;4;0;0
-0.7841;-125.913;49.154;2006;316;5;0;0
-1.0944;-125.913;49.154;2006;316;6;0;0
-1.2291;-125.913;49.154;2006;316;7;0;0
-1.1608;-125.913;49.154;2006;316;8;0;0
-0.9052;-125.913;49.154;2006;316;9;0;0
-0.517;-125.913;49.154;2006;316;10;0;0
-0.0771;-125.913;49.154;2006;316;11;0;0
0.3264;-125.913;49.154;2006;316;12;0;0
0.6183;-125.913;49.154;2006;316;13;0;0
0.7528;-125.913;49.154;2006;316;14;0;0
0.7227;-125.913;49.154;2006;316;15;0;0
0.559;-125.913;49.154;2006;316;16;0;0
0.3215;-125.913;49.154;2006;316;17;0;0
0.0831;-125.913;49.154;2006;316;18;0;0
-0.0892;-125.913;49.154;2006;316;19;0;0
-0.1507;-125.913;49.154;2006;316;20;0;0
-0.0901;-125.913;49.154;2006;316;21;0;0
0.0688;-125.913;49.154;2006;316;22;0;0
0.2734;-125.913;49.154;2006;316;23;0;0
0.4565;-125.913;49.154;2006;317;0;0;0
0.5539;-125.913;49.154;2006;317;1;0;0
0.5212;-125.913;49.154;2006;317;2;0;0
0.3458;-125.913;49.154;2006;317;3;0;0
0.0513;-125.913;49.154;2006;317;4;0;0
-0.3069;-125.913;49.154;2006;317;5;0;0
-0.6547;-125.913;49.154;2006;317;6;0;0
-0.9161;-125.913;49.154;2006;317;7;0;0
-1.031;-125.913;49.154;2006;317;8;0;0
-0.9701;-125.913;49.154;2006;317;9;0;0
-0.7415;-125.913;49.154;2006;317;10;0;0
-0.3897;-125.913;49.154;2006;317;11;0;0
0.0149;-125.913;49.154;2006;317;12;0;0
0.3914;-125.913;49.154;2006;317;13;0;0
0.6675;-125.913;49.154;2006;317;14;0;0
0.7952;-125.913;49.154;2006;317;15;0;0
0.7612;-125.913;49.154;2006;317;16;0;0
0.589;-125.913;49.154;2006;317;17;0;0
0.3321;-125.913;49.154;2006;317;18;0;0
0.0603;-125.913;49.154;2006;317;19;0;0
-0.1576;-125.913;49.154;2006;317;20;0;0
-0.2708;-125.913;49.154;2006;317;21;0;0
-0.2586;-125.913;49.154;2006;317;22;0;0
-0.1346;-125.913;49.154;2006;317;23;0;0
0.0568;-125.913;49.154;2006;318;0;0;0
0.2529;-125.913;49.154;2006;318;1;0;0
0.3885;-125.913;49.154;2006;318;2;0;0
0.4134;-125.913;49.154;2006;318;3;0;0
0.3058;-125.913;49.154;2006;318;4;0;0
0.0788;-125.913;49.154;2006;318;5;0;0
-0.2217;-125.913;49.154;2006;318;6;0;0
-0.5279;-125.913;49.154;2006;318;7;0;0
-0.7657;-125.913;49.154;2006;318;8;0;0
-0.8732;-125.913;49.154;2006;318;9;0;0
-0.8164;-125.913;49.154;2006;318;10;0;0
-0.598;-125.913;49.154;2006;318;11;0;0
-0.2576;-125.913;49.154;2006;318;12;0;0
0.1362;-125.913;49.154;2006;318;13;0;0
0.502;-125.913;49.154;2006;318;14;0;0
0.7642;-125.913;49.154;2006;318;15;0;0
0.8706;-125.913;49.154;2006;318;16;0;0
0.8048;-125.913;49.154;2006;318;17;0;0
0.5894;-125.913;49.154;2006;318;18;0;0
0.2804;-125.913;49.154;2006;318;19;0;0
-0.0465;-125.913;49.154;2006;318;20;0;0
-0.3148;-125.913;49.154;2006;318;21;0;0
-0.4651;-125.913;49.154;2006;318;22;0;0
-0.47;-125.913;49.154;2006;318;23;0;0
-0.3403;-125.913;49.154;2006;319;0;0;0
-0.121;-125.913;49.154;2006;319;1;0;0
0.1198;-125.913;49.154;2006;319;2;0;0
0.3092;-125.913;49.154;2006;319;3;0;0
0.3883;-125.913;49.154;2006;319;4;0;0
0.3279;-125.913;49.154;2006;319;5;0;0
0.1369;-125.913;49.154;2006;319;6;0;0
-0.1396;-125.913;49.154;2006;319;7;0;0
-0.431;-125.913;49.154;2006;319;8;0;0
-0.6588;-125.913;49.154;2006;319;9;0;0
-0.7564;-125.913;49.154;2006;319;10;0;0
-0.687;-125.913;49.154;2006;319;11;0;0
-0.4536;-125.913;49.154;2006;319;12;0;0
-0.0999;-125.913;49.154;2006;319;13;0;0
0.2996;-125.913;49.154;2006;319;14;0;0
0.6568;-125.913;49.154;2006;319;15;0;0
0.8908;-125.913;49.154;2006;319;16;0;0
0.9482;-125.913;49.154;2006;319;17;0;0
0.816;-125.913;49.154;2006;319;18;0;0
0.525;-125.913;49.154;2006;319;19;0;0
0.1426;-125.913;49.154;2006;319;20;0;0
-0.2435;-125.913;49.154;2006;319;21;0;0
-0.5463;-125.913;49.154;2006;319;22;0;0
-0.7013;-125.913;49.154;2006;319;23;0;0
-0.6815;-125.913;49.154;2006;320;0;0;0
-0.5035;-125.913;49.154;2006;320;1;0;0
-0.2235;-125.913;49.154;2006;320;2;0;0
0.0783;-125.913;49.154;2006;320;3;0;0
0.3181;-125.913;49.154;2006;320;4;0;0
0.4304;-125.913;49.154;2006;320;5;0;0
0.3849;-125.913;49.154;2006;320;6;0;0
0.195;-125.913;49.154;2006;320;7;0;0
-0.0859;-125.913;49.154;2006;320;8;0;0
-0.3775;-125.913;49.154;2006;320;9;0;0
-0.5939;-125.913;49.154;2006;320;10;0;0
-0.6658;-125.913;49.154;2006;320;11;0;0
-0.5594;-125.913;49.154;2006;320;12;0;0
-0.2865;-125.913;49.154;2006;320;13;0;0
0.0972;-125.913;49.154;2006;320;14;0;0
0.5048;-125.913;49.154;2006;320;15;0;0
0.8393;-125.913;49.154;2006;320;16;0;0
1.0176;-125.913;49.154;2006;320;17;0;0
0.9914;-125.913;49.154;2006;320;18;0;0
0.7604;-125.913;49.154;2006;320;19;0;0
0.3722;-125.913;49.154;2006;320;20;0;0
-0.0876;-125.913;49.154;2006;320;21;0;0
-0.5169;-125.913;49.154;2006;320;22;0;0
-0.8216;-125.913;49.154;2006;320;23;0;0
-0.9386;-125.913;49.154;2006;321;0;0;0
-0.8506;-125.913;49.154;2006;321;1;0;0
-0.5905;-125.913;49.154;2006;321;2;0;0
-0.2324;-125.913;49.154;2006;321;3;0;0
0.1281;-125.913;49.154;2006;321;4;0;0
0.3981;-125.913;49.154;2006;321;5;0;0
0.5115;-125.913;49.154;2006;321;6;0;0
0.4458;-125.913;49.154;2006;321;7;0;0
0.2279;-125.913;49.154;2006;321;8;0;0
-0.0733;-125.913;49.154;2006;321;9;0;0
-0.3651;-125.913;49.154;2006;321;10;0;0
-0.5554;-125.913;49.154;2006;321;11;0;0
-0.578;-125.913;49.154;2006;321;12;0;0
-0.4105;-125.913;49.154;2006;321;13;0;0
-0.0816;-125.913;49.154;2006;321;14;0;0
0.3346;-125.913;49.154;2006;321;15;0;0
0.7367;-125.913;49.154;2006;321;16;0;0
1.0214;-125.913;49.154;2006;321;17;0;0
1.1096;-125.913;49.154;2006;321;18;0;0
0.9675;-125.913;49.154;2006;321;19;0;0
0.6159;-125.913;49.154;2006;321;20;0;0
0.1263;-125.913;49.154;2006;321;21;0;0
-0.3957;-125.913;49.154;2006;321;22;0;0
-0.8361;-125.913;49.154;2006;321;23;0;0
-1.1003;-125.913;49.154;2006;322;0;0;0
-1.1358;-125.913;49.154;2006;322;1;0;0
-0.9453;-125.913;49.154;2006;322;2;0;0
-0.585;-125.913;49.154;2006;322;3;0;0
-0.15;-125.913;49.154;2006;322;4;0;0
0.2499;-125.913;49.154;2006;322;5;0;0
0.5189;-125.913;49.154;2006;322;6;0;0
0.5989;-125.913;49.154;2006;322;7;0;0
0.484;-125.913;49.154;2006;322;8;0;0
0.2218;-125.913;49.154;2006;322;9;0;0
-0.1003;-125.913;49.154;2006;322;10;0;0
-0.3783;-125.913;49.154;2006;322;11;0;0
-0.5199;-125.913;49.154;2006;322;12;0;0
-0.4696;-125.913;49.154;2006;322;13;0;0
-0.2247;-125.913;49.154;2006;322;14;0;0
0.1629;-125.913;49.154;2006;322;15;0;0
0.5985;-125.913;49.154;2006;322;16;0;0
0.9687;-125.913;49.154;2006;322;17;0;0
1.17;-125.913;49.154;2006;322;18;0;0
1.1363;-125.913;49.154;2006;322;19;0;0
0.8567;-125.913;49.154;2006;322;20;0;0
0.3798;-125.913;49.154;2006;322;21;0;0
-0.1968;-125.913;49.154;2006;322;22;0;0
-0.7498;-125.913;49.154;2006;322;23;0;0
-1.1599;-125.913;49.154;2006;323;0;0;0
-1.341;-125.913;49.154;2006;323;1;0;0
-1.2612;-125.913;49.154;2006;323;2;0;0
-0.95;-125.913;49.154;2006;323;3;0;0
-0.4904;-125.913;49.154;2006;323;4;0;0
0.0029;-125.913;49.154;2006;323;5;0;0
0.4119;-125.913;49.154;2006;323;6;0;0
0.6461;-125.913;49.154;2006;323;7;0;0
0.6641;-125.913;49.154;2006;323;8;0;0
0.4839;-125.913;49.154;2006;323;9;0;0
0.1767;-125.913;49.154;2006;323;10;0;0
-0.1528;-125.913;49.154;2006;323;11;0;0
-0.3948;-125.913;49.154;2006;323;12;0;0
-0.4645;-125.913;49.154;2006;323;13;0;0
-0.3254;-125.913;49.154;2006;323;14;0;0
-0.0002;-125.913;49.154;2006;323;15;0;0
0.4336;-125.913;49.154;2006;323;16;0;0
0.8631;-125.913;49.154;2006;323;17;0;0
1.1688;-125.913;49.154;2006;323;18;0;0
1.2558;-125.913;49.154;2006;323;19;0;0
1.0792;-125.913;49.154;2006;323;20;0;0
0.6576;-125.913;49.154;2006;323;21;0;0
0.0696;-125.913;49.154;2006;323;22;0;0
-0.5633;-125.913;49.154;2006;323;23;0;0
-1.1067;-125.913;49.154;2006;324;0;0;0
-1.445;-125.913;49.154;2006;324;1;0;0
-1.5102;-125.913;49.154;2006;324;2;0;0
-1.2978;-125.913;49.154;2006;324;3;0;0
-0.8675;-125.913;49.154;2006;324;4;0;0
-0.3272;-125.913;49.154;2006;324;5;0;0
0.194;-125.913;49.154;2006;324;6;0;0
0.5785;-125.913;49.154;2006;324;7;0;0
0.7495;-125.913;49.154;2006;324;8;0;0
0.6895;-125.913;49.154;2006;324;9;0;0
0.4432;-125.913;49.154;2006;324;10;0;0
0.1042;-125.913;49.154;2006;324;11;0;0
-0.2108;-125.913;49.154;2006;324;12;0;0
-0.3939;-125.913;49.154;2006;324;13;0;0
-0.3757;-125.913;49.154;2006;324;14;0;0
-0.1445;-125.913;49.154;2006;324;15;0;0
0.2491;-125.913;49.154;2006;324;16;0;0
0.7044;-125.913;49.154;2006;324;17;0;0
1.0963;-125.913;49.154;2006;324;18;0;0
1.3076;-125.913;49.154;2006;324;19;0;0
1.2604;-125.913;49.154;2006;324;20;0;0
0.9374;-125.913;49.154;2006;324;21;0;0
0.3886;-125.913;49.154;2006;324;22;0;0
-0.2796;-125.913;49.154;2006;324;23;0;0
-0.9286;-125.913;49.154;2006;325;0;0;0
-1.4215;-125.913;49.154;2006;325;1;0;0
-1.6559;-125.913;49.154;2006;325;2;0;0
-1.5888;-125.913;49.154;2006;325;3;0;0
-1.2462;-125.913;49.154;2006;325;4;0;0
-0.7162;-125.913;49.154;2006;325;5;0;0
-0.1264;-125.913;49.154;2006;325;6;0;0
0.3882;-125.913;49.154;2006;325;7;0;0
0.7192;-125.913;49.154;2006;325;8;0;0
0.8104;-125.913;49.154;2006;325;9;0;0
0.6712;-125.913;49.154;2006;325;10;0;0
0.3717;-125.913;49.154;2006;325;11;0;0
0.0225;-125.913;49.154;2006;325;12;0;0
-0.2552;-125.913;49.154;2006;325;13;0;0
-0.3633;-125.913;49.154;2006;325;14;0;0
-0.2537;-125.913;49.154;2006;325;15;0;0
0.0581;-125.913;49.154;2006;325;16;0;0
0.4961;-125.913;49.154;2006;325;17;0;0
0.9423;-125.913;49.154;2006;325;18;0;0
1.2677;-125.913;49.154;2006;325;19;0;0
1.366;-125.913;49.154;2006;325;20;0;0
1.1822;-125.913;49.154;2006;325;21;0;0
0.7286;-125.913;49.154;2006;325;22;0;0
0.0843;-125.913;49.154;2006;325;23;0;0
-0.623;-125.913;49.154;2006;326;0;0;0
-1.2467;-125.913;49.154;2006;326;1;0;0
-1.6567;-125.913;49.154;2006;326;2;0;0
-1.7709;-125.913;49.154;2006;326;3;0;0
-1.5743;-125.913;49.154;2006;326;4;0;0
-1.1219;-125.913;49.154;2006;326;5;0;0
-0.5247;-125.913;49.154;2006;326;6;0;0
0.0788;-125.913;49.154;2006;326;7;0;0
0.5566;-125.913;49.154;2006;326;8;0;0
0.816;-125.913;49.154;2006;326;9;0;0
0.825;-125.913;49.154;2006;326;10;0;0
0.6184;-125.913;49.154;2006;326;11;0;0
0.2865;-125.913;49.154;2006;326;12;0;0
-0.0502;-125.913;49.154;2006;326;13;0;0
-0.2746;-125.913;49.154;2006;326;14;0;0
-0.3042;-125.913;49.154;2006;326;15;0;0
-0.1143;-125.913;49.154;2006;326;16;0;0
0.2546;-125.913;49.154;2006;326;17;0;0
